State,year,tot_n_FI,FI_rate_black,FI_rate_hispanic,FI_rate_white
WY,2021.00,61200.00,,0.11000,0.10000
AL,2020.00,100850.00,0.29000,0.12000,0.09000
AL,2020.00,103190.00,0.28000,0.15000,0.10000
AL,2020.00,105410.00,0.26000,0.15000,0.11000
AL,2020.00,106310.00,0.28000,0.15000,0.11000
AL,2020.00,94840.00,0.26000,0.14000,0.09000
AL,2020.00,80700.00,0.22000,0.12000,0.08000
AL,2020.00,120070.00,0.29000,0.14000,0.12000
AK,2020.00,79670.00,0.20000,0.15000,0.07000
AZ,2020.00,109240.00,0.23000,0.17000,0.09000
AZ,2020.00,87540.00,0.22000,0.18000,0.09000
AZ,2020.00,93130.00,0.20000,0.18000,0.11000
AZ,2020.00,97360.00,0.16000,0.16000,0.10000
AZ,2020.00,66630.00,0.16000,0.14000,0.06000
AZ,2020.00,76260.00,0.22000,0.16000,0.07000
AZ,2020.00,109800.00,0.26000,0.18000,0.12000
AZ,2020.00,70810.00,0.17000,0.15000,0.07000
AZ,2020.00,88020.00,0.26000,0.17000,0.09000
AR,2020.00,121430.00,0.29000,0.21000,0.14000
AR,2020.00,103450.00,0.23000,0.19000,0.12000
AR,2020.00,106680.00,0.26000,0.17000,0.12000
AR,2020.00,112570.00,0.25000,0.20000,0.13000
CA,2020.00,84690.00,0.24000,0.18000,0.08000
CA,2020.00,68210.00,0.19000,0.16000,0.06000
CA,2020.00,69170.00,0.15000,0.15000,0.07000
CA,2020.00,58990.00,0.11000,0.14000,0.04000
CA,2020.00,57480.00,0.16000,0.14000,0.05000
CA,2020.00,91000.00,0.22000,0.17000,0.08000
CA,2020.00,66600.00,0.17000,0.14000,0.05000
CA,2020.00,88580.00,0.24000,0.17000,0.08000
CA,2020.00,76650.00,0.19000,0.16000,0.06000
CA,2020.00,74740.00,0.14000,0.16000,0.07000
CA,2020.00,54750.00,0.17000,0.14000,0.03000
CA,2020.00,74390.00,0.24000,0.15000,0.05000
CA,2020.00,71940.00,0.20000,0.15000,0.05000
CA,2020.00,45260.00,0.14000,0.13000,0.03000
CA,2020.00,42800.00,0.16000,0.12000,0.03000
CA,2020.00,114200.00,0.29000,0.20000,0.10000
CA,2020.00,47890.00,0.16000,0.12000,0.04000
CA,2020.00,41110.00,0.16000,0.13000,0.02000
CA,2020.00,47530.00,0.12000,0.13000,0.03000
CA,2020.00,57830.00,0.16000,0.15000,0.05000
CA,2020.00,96570.00,0.25000,0.19000,0.09000
CA,2020.00,81650.00,0.19000,0.18000,0.06000
CA,2020.00,90830.00,0.23000,0.18000,0.08000
CA,2020.00,58650.00,0.17000,0.15000,0.06000
CA,2020.00,55110.00,0.21000,0.15000,0.04000
CA,2020.00,49500.00,0.14000,0.14000,0.04000
CA,2020.00,59060.00,0.15000,0.14000,0.05000
CA,2020.00,87780.00,0.22000,0.16000,0.10000
CA,2020.00,74590.00,0.21000,0.17000,0.10000
CA,2020.00,70200.00,0.17000,0.15000,0.06000
CA,2020.00,70170.00,0.20000,0.16000,0.06000
CA,2020.00,53690.00,0.15000,0.14000,0.06000
CA,2020.00,57360.00,0.19000,0.13000,0.05000
CA,2020.00,105280.00,0.30000,0.19000,0.10000
CA,2020.00,59450.00,0.18000,0.15000,0.06000
CA,2020.00,88100.00,0.22000,0.18000,0.08000
CA,2020.00,80810.00,0.20000,0.17000,0.07000
CA,2020.00,44270.00,0.15000,0.14000,0.05000
CA,2020.00,47470.00,0.14000,0.13000,0.04000
CA,2020.00,79970.00,0.24000,0.17000,0.09000
CA,2020.00,63020.00,0.17000,0.15000,0.06000
CA,2020.00,49300.00,0.08000,0.13000,0.04000
CA,2020.00,72930.00,0.19000,0.16000,0.06000
CA,2020.00,72370.00,0.18000,0.16000,0.08000
CA,2020.00,50570.00,0.12000,0.12000,0.04000
CA,2020.00,62960.00,0.18000,0.15000,0.08000
CA,2020.00,69870.00,0.21000,0.16000,0.06000
CA,2020.00,56870.00,0.13000,0.13000,0.04000
CA,2020.00,50950.00,0.18000,0.14000,0.04000
CA,2020.00,59680.00,0.21000,0.14000,0.05000
CA,2020.00,93980.00,0.23000,0.18000,0.08000
CA,2020.00,57610.00,0.18000,0.14000,0.05000
CA,2020.00,67490.00,0.18000,0.14000,0.07000
CO,2020.00,74820.00,0.15000,0.18000,0.06000
CO,2020.00,63160.00,0.12000,0.16000,0.06000
CO,2020.00,79540.00,0.16000,0.20000,0.08000
CO,2020.00,63150.00,0.15000,0.18000,0.05000
CO,2020.00,78140.00,0.12000,0.18000,0.07000
CO,2020.00,55070.00,0.11000,0.16000,0.04000
CO,2020.00,60540.00,0.12000,0.17000,0.06000
CT,2020.00,73170.00,0.21000,0.27000,0.06000
CT,2020.00,67860.00,0.23000,0.24000,0.06000
CT,2020.00,75960.00,0.24000,0.24000,0.07000
CT,2020.00,71120.00,0.22000,0.25000,0.05000
CT,2020.00,75930.00,0.23000,0.26000,0.06000
DE,2020.00,93900.00,0.18000,0.19000,0.07000
DC,2020.00,65750.00,0.20000,0.11000,0.00000
FL,2020.00,90500.00,0.21000,0.13000,0.08000
FL,2020.00,90810.00,0.21000,0.14000,0.09000
FL,2020.00,93520.00,0.24000,0.15000,0.09000
FL,2020.00,72410.00,0.17000,0.11000,0.06000
FL,2020.00,106770.00,0.24000,0.15000,0.11000
FL,2020.00,88770.00,0.20000,0.14000,0.08000
FL,2020.00,73150.00,0.20000,0.13000,0.07000
FL,2020.00,81380.00,0.18000,0.13000,0.07000
FL,2020.00,90950.00,0.18000,0.14000,0.07000
FL,2020.00,89570.00,0.21000,0.14000,0.07000
FL,2020.00,97520.00,0.19000,0.14000,0.09000
FL,2020.00,88840.00,0.16000,0.12000,0.08000
FL,2020.00,85330.00,0.22000,0.13000,0.08000
FL,2020.00,89280.00,0.24000,0.14000,0.07000
FL,2020.00,85820.00,0.19000,0.13000,0.08000
FL,2020.00,84510.00,0.18000,0.12000,0.06000
FL,2020.00,91750.00,0.20000,0.15000,0.08000
FL,2020.00,73100.00,0.17000,0.12000,0.06000
FL,2020.00,79870.00,0.20000,0.13000,0.06000
FL,2020.00,93500.00,0.20000,0.13000,0.09000
FL,2020.00,75370.00,0.18000,0.12000,0.07000
FL,2020.00,72860.00,0.19000,0.12000,0.07000
FL,2020.00,62420.00,0.17000,0.11000,0.07000
FL,2020.00,93600.00,0.23000,0.14000,0.09000
FL,2020.00,69100.00,0.19000,0.13000,0.07000
FL,2020.00,62940.00,0.22000,0.11000,0.07000
FL,2020.00,68410.00,0.21000,0.13000,0.06000
GA,2020.00,94840.00,0.20000,0.17000,0.09000
GA,2020.00,110500.00,0.24000,0.19000,0.10000
GA,2020.00,78120.00,0.18000,0.15000,0.07000
GA,2020.00,74260.00,0.16000,0.15000,0.07000
GA,2020.00,99150.00,0.22000,0.14000,0.07000
GA,2020.00,54850.00,0.17000,0.14000,0.03000
GA,2020.00,59170.00,0.14000,0.14000,0.04000
GA,2020.00,91980.00,0.21000,0.19000,0.08000
GA,2020.00,83080.00,0.18000,0.16000,0.08000
GA,2020.00,80920.00,0.19000,0.15000,0.07000
GA,2020.00,64510.00,0.15000,0.15000,0.06000
GA,2020.00,100640.00,0.22000,0.18000,0.09000
GA,2020.00,65680.00,0.14000,0.15000,0.08000
GA,2020.00,84180.00,0.16000,0.16000,0.09000
HI,2020.00,64160.00,,0.18000,0.07000
HI,2020.00,72030.00,,0.19000,0.08000
ID,2020.00,74940.00,,0.16000,0.07000
ID,2020.00,77950.00,,0.18000,0.08000
IL,2020.00,78260.00,0.19000,0.13000,0.05000
IL,2020.00,80990.00,0.17000,0.16000,0.08000
IL,2020.00,48050.00,0.16000,0.14000,0.06000
IL,2020.00,55100.00,0.19000,0.16000,0.07000
IL,2020.00,46500.00,0.16000,0.13000,0.06000
IL,2020.00,30630.00,0.12000,0.11000,0.03000
IL,2020.00,92700.00,0.23000,0.16000,0.06000
IL,2020.00,42080.00,0.17000,0.13000,0.05000
IL,2020.00,54740.00,0.18000,0.15000,0.06000
IL,2020.00,43730.00,0.17000,0.14000,0.05000
IL,2020.00,40550.00,0.14000,0.13000,0.05000
IL,2020.00,75190.00,0.21000,0.18000,0.08000
IL,2020.00,72270.00,0.23000,0.19000,0.08000
IL,2020.00,32160.00,0.06000,0.11000,0.03000
IL,2020.00,67270.00,0.24000,0.17000,0.08000
IL,2020.00,61350.00,0.20000,0.15000,0.08000
IL,2020.00,77660.00,0.27000,0.18000,0.08000
IL,2020.00,52810.00,0.19000,0.15000,0.06000
IN,2020.00,78280.00,0.24000,0.17000,0.09000
IN,2020.00,79070.00,0.26000,0.18000,0.10000
IN,2020.00,75800.00,0.25000,0.18000,0.09000
IN,2020.00,75200.00,0.22000,0.18000,0.09000
IN,2020.00,68010.00,0.19000,0.16000,0.08000
IN,2020.00,82390.00,0.22000,0.21000,0.10000
IN,2020.00,102640.00,0.24000,0.19000,0.12000
IN,2020.00,83890.00,0.25000,0.20000,0.11000
IN,2020.00,80740.00,0.22000,0.18000,0.10000
IA,2020.00,54790.00,0.27000,0.15000,0.06000
IA,2020.00,61900.00,0.27000,0.14000,0.07000
IA,2020.00,58570.00,0.22000,0.15000,0.06000
IA,2020.00,54240.00,0.24000,0.15000,0.06000
KS,2020.00,67560.00,0.25000,0.17000,0.09000
KS,2020.00,76290.00,0.24000,0.19000,0.09000
KS,2020.00,58020.00,0.22000,0.17000,0.06000
KS,2020.00,79650.00,0.26000,0.19000,0.09000
KY,2020.00,99210.00,0.23000,0.20000,0.13000
KY,2020.00,93100.00,0.20000,0.19000,0.12000
KY,2020.00,82050.00,0.22000,0.16000,0.10000
KY,2020.00,75880.00,0.21000,0.17000,0.10000
KY,2020.00,129040.00,0.23000,0.23000,0.17000
KY,2020.00,96020.00,0.22000,0.18000,0.12000
LA,2020.00,96790.00,0.22000,0.18000,0.09000
LA,2020.00,124300.00,0.23000,0.19000,0.10000
LA,2020.00,107220.00,0.23000,0.19000,0.10000
LA,2020.00,114880.00,0.25000,0.19000,0.11000
LA,2020.00,114390.00,0.25000,0.19000,0.11000
LA,2020.00,82960.00,0.18000,0.17000,0.08000
ME,2020.00,61270.00,,,0.09000
ME,2020.00,78140.00,,,0.12000
MD,2020.00,71810.00,0.21000,0.14000,0.05000
MD,2020.00,78260.00,0.18000,0.12000,0.07000
MD,2020.00,65350.00,0.18000,0.11000,0.04000
MD,2020.00,57610.00,0.15000,0.11000,0.03000
MD,2020.00,49950.00,0.10000,0.09000,0.04000
MD,2020.00,73290.00,0.18000,0.11000,0.06000
MD,2020.00,88520.00,0.23000,0.11000,0.05000
MD,2020.00,58860.00,0.18000,0.10000,0.03000
MA,2020.00,67160.00,0.23000,0.24000,0.06000
MA,2020.00,56940.00,0.19000,0.20000,0.06000
MA,2020.00,55200.00,0.17000,0.19000,0.05000
MA,2020.00,40090.00,0.18000,0.16000,0.04000
MA,2020.00,46110.00,0.20000,0.14000,0.04000
MA,2020.00,43940.00,0.19000,0.17000,0.04000
MA,2020.00,87450.00,0.22000,0.20000,0.08000
MA,2020.00,47940.00,0.18000,0.17000,0.04000
MA,2020.00,52420.00,0.20000,0.19000,0.05000
MI,2020.00,82630.00,0.30000,0.21000,0.10000
MI,2020.00,71690.00,0.26000,0.18000,0.09000
MI,2020.00,75410.00,0.28000,0.21000,0.08000
MI,2020.00,82630.00,0.26000,0.20000,0.11000
MI,2020.00,99900.00,0.29000,0.23000,0.11000
MI,2020.00,81250.00,0.29000,0.21000,0.09000
MI,2020.00,72210.00,0.23000,0.19000,0.09000
MI,2020.00,68980.00,0.26000,0.18000,0.08000
MI,2020.00,76080.00,0.24000,0.16000,0.09000
MI,2020.00,72290.00,0.21000,0.18000,0.09000
MI,2020.00,53780.00,0.19000,0.15000,0.07000
MI,2020.00,82170.00,0.23000,0.18000,0.11000
MI,2020.00,125600.00,0.28000,0.23000,0.14000
MI,2020.00,105530.00,0.25000,0.23000,0.10000
MN,2020.00,40740.00,0.29000,0.21000,0.05000
MN,2020.00,28120.00,0.19000,0.19000,0.03000
MN,2020.00,26470.00,0.20000,0.17000,0.02000
MN,2020.00,51670.00,0.25000,0.20000,0.05000
MN,2020.00,60790.00,0.27000,0.20000,0.06000
MN,2020.00,30680.00,0.24000,0.16000,0.03000
MN,2020.00,46110.00,0.29000,0.21000,0.05000
MN,2020.00,53420.00,0.28000,0.21000,0.06000
MS,2020.00,108070.00,0.25000,0.21000,0.11000
MS,2020.00,130180.00,0.29000,0.24000,0.11000
MS,2020.00,111620.00,0.26000,0.23000,0.10000
MS,2020.00,133830.00,0.29000,0.23000,0.12000
MO,2020.00,93020.00,0.27000,0.14000,0.09000
MO,2020.00,53130.00,0.20000,0.10000,0.05000
MO,2020.00,72760.00,0.24000,0.11000,0.07000
MO,2020.00,95010.00,0.29000,0.14000,0.10000
MO,2020.00,91470.00,0.27000,0.14000,0.09000
MO,2020.00,77240.00,0.24000,0.11000,0.08000
MO,2020.00,100670.00,0.31000,0.16000,0.11000
MO,2020.00,112530.00,0.35000,0.18000,0.12000
MT,2020.00,90220.00,,0.16000,0.07000
NE,2020.00,63840.00,0.29000,0.22000,0.08000
NE,2020.00,63230.00,0.31000,0.21000,0.07000
NE,2020.00,61010.00,0.32000,0.22000,0.08000
NV,2020.00,101970.00,0.28000,0.19000,0.13000
NV,2020.00,71910.00,0.20000,0.16000,0.08000
NV,2020.00,76640.00,0.18000,0.14000,0.07000
NV,2020.00,81520.00,0.20000,0.16000,0.08000
NH,2020.00,48850.00,0.12000,0.25000,0.07000
NH,2020.00,45600.00,0.08000,0.23000,0.06000
NJ,2020.00,61500.00,0.17000,0.21000,0.04000
NJ,2020.00,68190.00,0.20000,0.20000,0.05000
NJ,2020.00,45260.00,0.10000,0.15000,0.03000
NJ,2020.00,48870.00,0.13000,0.15000,0.04000
NJ,2020.00,36430.00,0.11000,0.13000,0.02000
NJ,2020.00,54050.00,0.14000,0.17000,0.04000
NJ,2020.00,32320.00,0.10000,0.13000,0.01000
NJ,2020.00,77030.00,0.22000,0.19000,0.07000
NJ,2020.00,65340.00,0.18000,0.18000,0.05000
NJ,2020.00,83640.00,0.20000,0.19000,0.06000
NJ,2020.00,33760.00,0.10000,0.12000,0.02000
NJ,2020.00,50930.00,0.15000,0.17000,0.04000
NM,2020.00,82140.00,0.21000,0.16000,0.08000
NM,2020.00,96980.00,0.19000,0.17000,0.10000
NM,2020.00,92090.00,0.21000,0.16000,0.07000
NY,2020.00,37040.00,0.11000,0.14000,0.02000
NY,2020.00,28440.00,0.07000,0.12000,0.02000
NY,2020.00,32310.00,0.11000,0.13000,0.01000
NY,2020.00,25650.00,0.07000,0.13000,0.01000
NY,2020.00,57270.00,0.11000,0.17000,0.07000
NY,2020.00,68860.00,0.18000,0.16000,0.06000
NY,2020.00,99540.00,0.25000,0.20000,0.10000
NY,2020.00,97520.00,0.19000,0.22000,0.09000
NY,2020.00,78430.00,0.20000,0.20000,0.07000
NY,2020.00,83100.00,0.22000,0.19000,0.08000
NY,2020.00,65900.00,0.19000,0.18000,0.06000
NY,2020.00,67240.00,0.24000,0.18000,0.06000
NY,2020.00,123590.00,0.25000,0.23000,0.10000
NY,2020.00,70170.00,0.18000,0.18000,0.08000
NY,2020.00,151210.00,0.29000,0.26000,0.20000
NY,2020.00,63500.00,0.16000,0.19000,0.04000
NY,2020.00,51960.00,0.12000,0.15000,0.04000
NY,2020.00,49240.00,0.14000,0.15000,0.04000
NY,2020.00,64540.00,0.18000,0.20000,0.06000
NY,2020.00,65900.00,0.24000,0.21000,0.05000
NY,2020.00,72290.00,0.21000,0.20000,0.07000
NY,2020.00,74740.00,0.29000,0.21000,0.07000
NY,2020.00,75650.00,0.24000,0.24000,0.07000
NY,2020.00,71970.00,0.27000,0.22000,0.06000
NY,2020.00,72470.00,0.24000,0.24000,0.05000
NY,2020.00,81290.00,0.23000,0.24000,0.07000
NY,2020.00,52760.00,0.16000,0.20000,0.04000
NC,2020.00,106670.00,0.25000,0.20000,0.09000
NC,2020.00,83360.00,0.20000,0.18000,0.06000
NC,2020.00,102240.00,0.24000,0.20000,0.09000
NC,2020.00,79230.00,0.21000,0.18000,0.07000
NC,2020.00,98250.00,0.24000,0.21000,0.09000
NC,2020.00,95830.00,0.23000,0.20000,0.08000
NC,2020.00,105270.00,0.24000,0.21000,0.09000
NC,2020.00,99590.00,0.23000,0.20000,0.08000
NC,2020.00,90980.00,0.24000,0.18000,0.06000
NC,2020.00,99520.00,0.25000,0.20000,0.09000
NC,2020.00,100710.00,0.25000,0.21000,0.10000
NC,2020.00,87740.00,0.20000,0.19000,0.07000
NC,2020.00,96480.00,0.25000,0.21000,0.08000
ND,2020.00,36130.00,,,0.04000
OH,2020.00,81250.00,0.25000,0.18000,0.08000
OH,2020.00,84230.00,0.20000,0.18000,0.10000
OH,2020.00,110130.00,0.24000,0.21000,0.12000
OH,2020.00,78030.00,0.25000,0.20000,0.10000
OH,2020.00,70090.00,0.24000,0.18000,0.09000
OH,2020.00,91850.00,0.23000,0.19000,0.12000
OH,2020.00,76550.00,0.26000,0.20000,0.09000
OH,2020.00,75980.00,0.20000,0.19000,0.10000
OH,2020.00,105960.00,0.29000,0.23000,0.12000
OH,2020.00,91450.00,0.25000,0.19000,0.11000
OH,2020.00,116670.00,0.26000,0.24000,0.12000
OH,2020.00,67670.00,0.19000,0.15000,0.08000
OH,2020.00,98630.00,0.27000,0.25000,0.12000
OH,2020.00,63460.00,0.19000,0.18000,0.08000
OH,2020.00,79900.00,0.16000,0.17000,0.10000
OH,2020.00,59240.00,0.21000,0.17000,0.08000
OK,2020.00,99590.00,0.25000,0.16000,0.10000
OK,2020.00,119940.00,0.24000,0.19000,0.13000
OK,2020.00,95040.00,0.22000,0.17000,0.11000
OK,2020.00,96520.00,0.22000,0.15000,0.11000
OK,2020.00,103900.00,0.24000,0.17000,0.11000
OR,2020.00,63950.00,0.22000,0.19000,0.07000
OR,2020.00,87180.00,0.28000,0.21000,0.09000
OR,2020.00,80920.00,0.29000,0.22000,0.08000
OR,2020.00,100930.00,0.26000,0.22000,0.11000
OR,2020.00,74860.00,0.26000,0.20000,0.08000
PA,2020.00,38320.00,0.15000,0.17000,0.05000
PA,2020.00,109760.00,0.23000,0.26000,0.10000
PA,2020.00,94580.00,0.23000,0.20000,0.09000
PA,2020.00,40600.00,0.16000,0.16000,0.04000
PA,2020.00,62490.00,0.21000,0.18000,0.06000
PA,2020.00,48150.00,0.19000,0.21000,0.05000
PA,2020.00,58490.00,0.18000,0.21000,0.06000
PA,2020.00,69520.00,0.20000,0.21000,0.08000
PA,2020.00,58900.00,0.20000,0.20000,0.07000
PA,2020.00,56160.00,0.22000,0.22000,0.06000
PA,2020.00,48600.00,0.20000,0.20000,0.05000
PA,2020.00,63780.00,0.29000,0.22000,0.08000
PA,2020.00,62260.00,0.22000,0.20000,0.08000
PA,2020.00,63870.00,0.25000,0.18000,0.08000
PA,2020.00,68880.00,0.31000,0.20000,0.09000
PA,2020.00,69970.00,0.30000,0.24000,0.08000
PA,2020.00,49090.00,0.20000,0.16000,0.06000
PA,2020.00,72980.00,0.26000,0.20000,0.08000
RI,2020.00,50070.00,0.21000,0.19000,0.07000
RI,2020.00,38480.00,0.17000,0.17000,0.06000
SC,2020.00,56660.00,0.15000,0.11000,0.05000
SC,2020.00,61080.00,0.16000,0.14000,0.06000
SC,2020.00,73360.00,0.19000,0.15000,0.08000
SC,2020.00,63450.00,0.19000,0.13000,0.06000
SC,2020.00,66570.00,0.18000,0.12000,0.07000
SC,2020.00,84250.00,0.20000,0.17000,0.09000
SC,2020.00,84140.00,0.20000,0.16000,0.08000
SD,2020.00,74850.00,,0.13000,0.07000
TN,2020.00,104760.00,0.24000,0.26000,0.12000
TN,2020.00,83870.00,0.25000,0.21000,0.10000
TN,2020.00,94440.00,0.23000,0.22000,0.11000
TN,2020.00,90310.00,0.20000,0.21000,0.10000
TN,2020.00,83410.00,0.21000,0.20000,0.09000
TN,2020.00,87520.00,0.19000,0.22000,0.10000
TN,2020.00,83580.00,0.20000,0.20000,0.09000
TN,2020.00,76920.00,0.21000,0.19000,0.09000
TN,2020.00,104360.00,0.25000,0.22000,0.11000
TX,2020.00,110470.00,0.26000,0.20000,0.09000
TX,2020.00,92100.00,0.21000,0.17000,0.06000
TX,2020.00,88600.00,0.20000,0.15000,0.05000
TX,2020.00,102770.00,0.25000,0.17000,0.08000
TX,2020.00,100240.00,0.26000,0.18000,0.08000
TX,2020.00,88390.00,0.20000,0.16000,0.07000
TX,2020.00,95630.00,0.24000,0.18000,0.06000
TX,2020.00,100740.00,0.23000,0.17000,0.07000
TX,2020.00,115690.00,0.25000,0.19000,0.11000
TX,2020.00,96900.00,0.21000,0.16000,0.06000
TX,2020.00,96140.00,0.22000,0.17000,0.08000
TX,2020.00,96290.00,0.24000,0.16000,0.07000
TX,2020.00,98270.00,0.28000,0.19000,0.09000
TX,2020.00,101320.00,0.24000,0.18000,0.07000
TX,2020.00,124650.00,0.17000,0.22000,0.07000
TX,2020.00,103640.00,0.22000,0.20000,0.10000
TX,2020.00,109560.00,0.27000,0.18000,0.10000
TX,2020.00,127550.00,0.28000,0.20000,0.08000
TX,2020.00,102090.00,0.27000,0.20000,0.09000
TX,2020.00,120600.00,0.25000,0.20000,0.11000
TX,2020.00,98710.00,0.25000,0.17000,0.07000
TX,2020.00,89450.00,0.16000,0.14000,0.05000
TX,2020.00,98230.00,0.20000,0.20000,0.07000
TX,2020.00,87920.00,0.24000,0.16000,0.06000
TX,2020.00,94700.00,0.23000,0.17000,0.07000
TX,2020.00,86590.00,0.18000,0.14000,0.05000
TX,2020.00,100660.00,0.26000,0.19000,0.08000
TX,2020.00,112810.00,0.20000,0.21000,0.08000
TX,2020.00,113170.00,0.27000,0.20000,0.12000
TX,2020.00,116120.00,0.24000,0.19000,0.09000
TX,2020.00,106630.00,0.23000,0.17000,0.07000
TX,2020.00,89130.00,0.24000,0.17000,0.06000
TX,2020.00,114200.00,0.29000,0.19000,0.12000
TX,2020.00,113060.00,0.26000,0.22000,0.10000
TX,2020.00,118630.00,0.25000,0.20000,0.10000
TX,2020.00,109060.00,0.24000,0.18000,0.09000
UT,2020.00,68010.00,,0.19000,0.08000
UT,2020.00,80020.00,,0.20000,0.09000
UT,2020.00,70570.00,,0.19000,0.08000
UT,2020.00,70370.00,,0.18000,0.07000
VT,2020.00,56010.00,,,0.09000
VA,2020.00,45790.00,0.12000,0.13000,0.04000
VA,2020.00,57000.00,0.18000,0.15000,0.05000
VA,2020.00,76720.00,0.20000,0.18000,0.07000
VA,2020.00,73030.00,0.19000,0.16000,0.05000
VA,2020.00,67940.00,0.18000,0.18000,0.06000
VA,2020.00,71440.00,0.22000,0.18000,0.07000
VA,2020.00,53120.00,0.15000,0.17000,0.04000
VA,2020.00,50120.00,0.17000,0.14000,0.03000
VA,2020.00,90360.00,0.22000,0.22000,0.10000
VA,2020.00,31850.00,0.08000,0.12000,0.02000
VA,2020.00,41100.00,0.12000,0.13000,0.03000
WA,2020.00,47460.00,0.16000,0.18000,0.05000
WA,2020.00,62360.00,0.16000,0.19000,0.08000
WA,2020.00,69360.00,0.20000,0.20000,0.08000
WA,2020.00,69500.00,0.21000,0.22000,0.08000
WA,2020.00,77560.00,0.27000,0.22000,0.09000
WA,2020.00,68420.00,0.22000,0.20000,0.08000
WA,2020.00,63160.00,0.23000,0.19000,0.07000
WA,2020.00,49070.00,0.17000,0.19000,0.05000
WA,2020.00,60530.00,0.22000,0.19000,0.07000
WA,2020.00,70790.00,0.20000,0.19000,0.08000
WV,2020.00,67090.00,0.23000,,0.11000
WV,2020.00,64290.00,0.22000,,0.10000
WV,2020.00,86310.00,0.22000,,0.14000
WI,2020.00,49010.00,0.27000,0.20000,0.05000
WI,2020.00,47880.00,0.25000,0.21000,0.05000
WI,2020.00,54080.00,0.27000,0.22000,0.06000
WI,2020.00,82580.00,0.28000,0.23000,0.08000
WI,2020.00,40170.00,0.22000,0.20000,0.04000
WI,2020.00,44850.00,0.28000,0.21000,0.05000
WI,2020.00,50820.00,0.21000,0.23000,0.05000
WI,2020.00,46010.00,0.30000,0.21000,0.04000
WY,2020.00,59570.00,,0.14000,0.10000
